Continent	Extant	Order	Family	Genus	Species	Age	Weight (g)
NA	extant	Rodentia	Sciuridae	Marmota	olympus	3.8	6300
NA	extant	Rodentia	Sciuridae	Marmota	vancouverensis	3.8	6300
NA	extant	Rodentia	Sciuridae	Sciurus	aberti	2.8	624
NA	extant	Rodentia	Sciuridae	Sciurus	alleni	2.64	434.5
NA	extant	Rodentia	Sciuridae	Sciurus	arizonensis	2.81	647
NA	extant	Rodentia	Sciuridae	Sciurus	aureogaster	2.77	595
NA	extant	Rodentia	Sciuridae	Sciurus	carolinensis	2.7	506.5
NA	extant	Rodentia	Sciuridae	Sciurus	deppei	2.28	190
NA	extant	Rodentia	Sciuridae	Sciurus	griseus	2.86	731
NA	extant	Rodentia	Sciuridae	Sciurus	nayaritensis	2.84	697
NA	extant	Rodentia	Sciuridae	Sciurus	niger	2.88	761.9
NA	extant	Rodentia	Sciuridae	Sciurus	oculatus	2.81	650
NA	extant	Rodentia	Sciuridae	Sciurus	variegatoides	2.69	485
NA	extant	Rodentia	Sciuridae	Sciurus	colliaei	2.7	498
NA	extant	Rodentia	Sciuridae	Sciurus	yucatanensis	2.35	225
NA	extant	Rodentia	Sciuridae	Sciurus	richmondi	2.31	205
NA	extant	Rodentia	Sciuridae	Spermophilus	canus		
NA	extant	Rodentia	Sciuridae	Spermophilus	armatus	2.5	313
NA	extant	Rodentia	Sciuridae	Spermophilus	atricapillus	2.74	551
NA	extant	Rodentia	Sciuridae	Spermophilus	beecheyi	2.76	578.5
NA	extant	Rodentia	Sciuridae	Spermophilus	beldingi	2.45	280.5
NA	extant	Rodentia	Sciuridae	Spermophilus	columbianus	2.69	493
NA	extant	Rodentia	Sciuridae	Spermophilus	franklinii	2.56	363
NA	extant	Rodentia	Sciuridae	Spermophilus	lateralis	2.28	191
NA	extant	Rodentia	Sciuridae	Spermophilus	mexicanus	2.28	189.6
NA	extant	Rodentia	Sciuridae	Spermophilus	parryii	2.88	760
NA	extant	Rodentia	Sciuridae	Spermophilus	saturatus	2.34	220
NA	extant	Rodentia	Sciuridae	Spermophilus	spilosoma	1.95	89
NA	extant	Rodentia	Sciuridae	Spermophilus	tereticaudus	2.19	156.5
NA	extant	Rodentia	Sciuridae	Spermophilus	townsendii	2.33	213
NA	extant	Rodentia	Sciuridae	Spermophilus	tridecemlineatus	2.12	131.7
NA	extant	Rodentia	Sciuridae	Spermophilus	variegatus	2.84	691.6
NA	extant	Rodentia	Sciuridae	Spermophilus	washingtoni	2.32	207.5
NA	extant	Rodentia	Sciuridae	Spermophilus	adocetus	2.1	125
NA	extant	Rodentia	Sciuridae	Spermophilus	annulatus	2.7	500
NA	extant	Rodentia	Sciuridae	Spermophilus	brunneus	2.48	300
NA	extant	Rodentia	Sciuridae	Spermophilus	madrensis	2.44	275
NA	extant	Rodentia	Sciuridae	Spermophilus	perotensis	2.15	140
NA	extant	Rodentia	Sciuridae	Spermophilus	elegans	2.66	453.6
NA	extant	Rodentia	Sciuridae	Spermophilus	mohavensis	2.28	190
NA	extant	Rodentia	Sciuridae	Spermophilus	mollis	2.22	165.4
NA	extant	Rodentia	Sciuridae	Spermophilus	pygmaeus	2.13	136
NA	extant	Rodentia	Sciuridae	Spermophilus	richardsonii	2.61	406
NA	extinct	Rodentia	Sciuridae	Spermophilus	cooperi	2.69	494
NA	extant	Rodentia	Sciuridae	Syntheosciurus	brochus		
NA	extant	Rodentia	Sciuridae	Tamias	alpinus	1.56	36.6
NA	extant	Rodentia	Sciuridae	Tamias	amoenus	1.7	50.5
NA	extant	Rodentia	Sciuridae	Tamias	cinereicollis	1.79	61.7
NA	extant	Rodentia	Sciuridae	Tamias	dorsalis	1.85	71.1
NA	extant	Rodentia	Sciuridae	Tamias	merriami	1.87	74.8
NA	extant	Rodentia	Sciuridae	Tamias	minimus	2.13	135.3
NA	extant	Rodentia	Sciuridae	Tamias	obscurus	1.86	73
NA	extant	Rodentia	Sciuridae	Tamias	ochrogenys	1.96	91.7
NA	extant	Rodentia	Sciuridae	Tamias	palmeri	1.84	69.4
NA	extant	Rodentia	Sciuridae	Tamias	panamintinus	1.72	52.3
NA	extant	Rodentia	Sciuridae	Tamias	quadrivittatus	1.79	62.2
NA	extant	Rodentia	Sciuridae	Tamias	ruficaudus	1.83	68
NA	extant	Rodentia	Sciuridae	Tamias	senex	1.95	89.3
NA	extant	Rodentia	Sciuridae	Tamias	speciosus	1.79	62
NA	extant	Rodentia	Sciuridae	Tamias	striatus	2.05	111.9
NA	extant	Rodentia	Sciuridae	Tamias	townsendii	1.87	74.8
NA	extant	Rodentia	Sciuridae	Tamias	umbrinus	1.8	63
NA	extant	Rodentia	Sciuridae	Tamias	bulleri	2	100
NA	extant	Rodentia	Sciuridae	Tamias	durangae	1.93	85
NA	extant	Rodentia	Sciuridae	Tamias	quadrimaculatus	1.93	85.2
NA	extant	Rodentia	Sciuridae	Tamias	siskiyou	1.88	75
NA	extant	Rodentia	Sciuridae	Tamias	sonomae	1.88	75
NA	extant	Rodentia	Sciuridae	Tamias	canipes	1.85	70.4
NA	extant	Rodentia	Sciuridae	Tamias	rufus	1.73	53.6
NA	extinct	Rodentia	Sciuridae	Tamias	aristus	2.16	143
NA	extant	Rodentia	Sciuridae	Tamiasciurus	mearnsi		
NA	extant	Rodentia	Sciuridae	Tamiasciurus	hudsonicus	2.3	201.2
NA	extant	Rodentia	Sciuridae	Tamiasciurus	douglasii	2.35	225
NA	extant	Sirenia	Trichechidae	Trichechus	manatus	5.64	433333
NA	extant	Xenarthra	Dasypodidae	Cabassous	centralis	3.58	3810
NA	extant	Xenarthra	Dasypodidae	Dasypus	novemcinctus	3.62	4203.8
NA	extinct	Xenarthra	Dasypodidae	Dasypus	bellus	4.65	45000
NA	extinct	Xenarthra	Dasypodidae	Holmesina 	septentrionalis	5.4	250000
NA	extinct	Xenarthra	Glyptodontidae	Glyptotherium	mexicanum	6.04	1100000
NA	extinct	Xenarthra	Glyptodontidae	Glyptotherium	floridanum	6.04	1100000
NA	extant	Xenarthra	Megalonychidae	Choloepus	hoffmanni	3.78	6000
NA	extinct	Xenarthra	Megalonychidae	Megalonyx	jeffersonii	5.78	600000
NA	extinct	Xenarthra	Megatheriidae	Eremotherium	rusconii	6.54	3500000
NA	extinct	Xenarthra	Megatheriidae	Nothrotheriops	shastense	5.48	300000
NA	extinct	Xenarthra	Mylodontidae	Glossotherium	harlani	6.2	1587000
NA	extant	Xenarthra	Myrmecophagidae	Cyclopes	didactylus	2.52	329.5
NA	extant	Xenarthra	Myrmecophagidae	Myrmecophaga	tridactyla	4.35	22333.2
NA	extant	Xenarthra	Myrmecophagidae	Tamandua	mexicana	3.62	4210
Oceanic	extant	Cetacea	Balaenidae	Balaena	mysticetus	8	100000000
Oceanic	extant	Cetacea	Balaenidae	Eubalaena	australis	7.36	23000000
Oceanic	extant	Cetacea	Balaenidae	Eubalaena	glacialis	7.36	23000000
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	acutorostrata	7	10000000
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	borealis	7.3	20000000
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	edeni	7.3	20000000
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	musculus	8.28	190000000
Oceanic	extant	Cetacea	Balaenopteridae	Balaenoptera	physalus	7.85	70000000
Oceanic	extant	Cetacea	Balaenopteridae	Megaptera	novaeangliae	7.48	30000000
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	hectori	4.7	50000
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	commersonii	4.86	72400
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	heavisidii	4.6	40000
Oceanic	extant	Cetacea	Delphinidae	Cephalorhynchus	eutropia	4.65	45000
Oceanic	extant	Cetacea	Delphinidae	Delphinus	delphis	4.9	80000
Oceanic	extant	Cetacea	Delphinidae	Feresa	attenuata	5.23	170000
Oceanic	extant	Cetacea	Delphinidae	Globicephala	macrorhynchus	5.86	726000
Oceanic	extant	Cetacea	Delphinidae	Globicephala	melas	5.9	800000
Oceanic	extant	Cetacea	Delphinidae	Grampus	griseus	5.59	387500
Oceanic	extant	Cetacea	Delphinidae	Lagenodelphis	hosei	5.21	164000
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	acutus	5.26	182000
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	albirostris	5.26	180000
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	australis	5.08	120000
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	cruciger	5.04	110000
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	obliquidens	5.08	120000
Oceanic	extant	Cetacea	Delphinidae	Lagenorhynchus	obscurus	5.11	127500
Oceanic	extant	Cetacea	Delphinidae	Lissodelphis	borealis	5.05	113000
Oceanic	extant	Cetacea	Delphinidae	Lissodelphis	peronii	5.06	116000
Oceanic	extant	Cetacea	Delphinidae	Orcaella	brevirostris	5.28	190000
Oceanic	extant	Cetacea	Delphinidae	Orcinus	orca	6.63	4300000
Oceanic	extant	Cetacea	Delphinidae	Peponocephala	electra	5.31	206000
Oceanic	extant	Cetacea	Delphinidae	Pseudorca	crassidens	6.13	1360000
Oceanic	extant	Cetacea	Delphinidae	Sotalia	fluviatilis	4.78	60000
Oceanic	extant	Cetacea	Delphinidae	Sousa	teuszii	5	100000
Oceanic	extant	Cetacea	Delphinidae	Sousa	chinensis	5.45	280000
Oceanic	extant	Cetacea	Delphinidae	Stenella	clymene		
Oceanic	extant	Cetacea	Delphinidae	Stenella	attenuata	4.76	57400
Oceanic	extant	Cetacea	Delphinidae	Stenella	coeruleoalba	5.13	135900
Oceanic	extant	Cetacea	Delphinidae	Stenella	longirostris	4.7	50500
Oceanic	extant	Cetacea	Delphinidae	Stenella	frontalis	5.04	110000
Oceanic	extant	Cetacea	Delphinidae	Steno	bredanensis	5.11	130000
Oceanic	extant	Cetacea	Delphinidae	Tursiops	truncatus	5.24	175000
Oceanic	extant	Cetacea	Eschrichtiidae	Eschrichtius	robustus	7.45	28500000
Oceanic	extant	Cetacea	Monodontidae	Delphinapterus	leucas	6.13	1360000
Oceanic	extant	Cetacea	Monodontidae	Monodon	monoceros	5.95	900000
Oceanic	extant	Cetacea	Neobalaenidae	Caperea	marginata	7.51	32000000
Oceanic	extant	Cetacea	Phocoenidae	Australophocaena	dioptrica	4.81	65000
Oceanic	extant	Cetacea	Phocoenidae	Neophocaena	phocaenoides	4.51	32500
Oceanic	extant	Cetacea	Phocoenidae	Phocoena	phocoena	4.72	52500
Oceanic	extant	Cetacea	Phocoenidae	Phocoena	sinus	4.63	42500
Oceanic	extant	Cetacea	Phocoenidae	Phocoena	spinipinnis	4.78	60000
Oceanic	extant	Cetacea	Phocoenidae	Phocoenoides	dalli	5.01	102500
Oceanic	extant	Cetacea	Physeteridae	Kogia	simus	5.26	183066.7
Oceanic	extant	Cetacea	Physeteridae	Kogia	breviceps	5.63	431500
Oceanic	extant	Cetacea	Physeteridae	Physeter	catodon	7.15	14025000
Oceanic	extant	Cetacea	Platanistidae	Inia	geoffrensis	5.11	129250
Oceanic	extant	Cetacea	Platanistidae	Lipotes	vexillifer	4.92	83500
Oceanic	extant	Cetacea	Platanistidae	Platanista	minor		
Oceanic	extant	Cetacea	Platanistidae	Platanista	gangetica	5.06	115000
Oceanic	extant	Cetacea	Platanistidae	Pontoporia	blainvillei	4.61	40500
Oceanic	extant	Cetacea	Ziphiidae	Berardius	bairdii	7.06	11380000
Oceanic	extant	Cetacea	Ziphiidae	Berardius	arnuxii	6.85	7000000
Oceanic	extant	Cetacea	Ziphiidae	Hyperoodon	ampullatus	6.76	5800000
Oceanic	extant	Cetacea	Ziphiidae	Hyperoodon	planifrons	6.48	3000000
Oceanic	extant	Cetacea	Ziphiidae	Indopacetus	pacificus	6.34	2200000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	peruvianus		
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	hectori	6	1000000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	layardii	6.18	1500000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	bidens	6.53	3400000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	europaeus	6.75	5600000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	ginkgodens	6.18	1500000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	bowdoini	6.41	2600000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	carlhubbsi	6.53	3400000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	stejnegeri	6.68	4800000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	densirostris	6.36	2300000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	grayi	6.46	2900000
Oceanic	extant	Cetacea	Ziphiidae	Mesoplodon	mirus	6.32	2100000
Oceanic	extant	Cetacea	Ziphiidae	Tasmacetus	shepherdi	6.4	2500000
Oceanic	extant	Cetacea	Ziphiidae	Ziphius	cavirostris	6.68	4775000
SA	extinct	Artiodactyla	Camelidae	Eulamaops	parallelus	5.18	150000
SA	extinct	Artiodactyla	Camelidae	Hemiauchenia	paradoxa	6	1000000
SA	extant	Artiodactyla	Camelidae	Lama	guanicoe	5.08	120000
SA	extant	Artiodactyla	Camelidae	Lama	pacos	4.78	60000
SA	extant	Artiodactyla	Camelidae	Lama	glama	5.15	142500
SA	extinct	Artiodactyla	Camelidae	Palaeolama	spp.	6	1000000
SA	extant	Artiodactyla	Camelidae	Vicugna	vicugna	4.68	47499.6
SA	extinct	Artiodactyla	Cervidae	Agalmaceros	spp.	4.78	60000
SA	extant	Artiodactyla	Cervidae	Blastocerus	dichotomus	4.94	86666.2
SA	extinct	Artiodactyla	Cervidae	Charitoceros	spp.	4.78	60000
SA	extant	Artiodactyla	Cervidae	Hippocamelus	antisensis	4.84	68599.3
SA	extant	Artiodactyla	Cervidae	Hippocamelus	bisulcus	4.85	70000.3
SA	extant	Artiodactyla	Cervidae	Mazama	americana	4.36	22799.7
SA	extant	Artiodactyla	Cervidae	Mazama	rufina	4.41	25999.8
SA	extant	Artiodactyla	Cervidae	Mazama	bricenii	4.22	16499.9
SA	extant	Artiodactyla	Cervidae	Mazama	chunyi	4.22	16499.9
SA	extant	Artiodactyla	Cervidae	Mazama	gouazoupira	4.21	16300.1
SA	extant	Artiodactyla	Cervidae	Mazama	nana	4.22	16499.9
SA	extinct	Artiodactyla	Cervidae	Morenelaphus	lujanensis	4.7	50000
SA	extinct	Artiodactyla	Cervidae	Morenelaphus	axpeitianus	4.7	50000
SA	extant	Artiodactyla	Cervidae	Odocoileus	virginianus	4.74	55508.6
SA	extant	Artiodactyla	Cervidae	Ozotoceros	bezoarticus	4.6	40000
SA	extinct	Artiodactyla	Cervidae	Paraceros	spp.	5.48	300000
SA	extant	Artiodactyla	Cervidae	Pudu	mephistophiles	3.98	9600
SA	extant	Artiodactyla	Cervidae	Pudu	puda	3.99	9749.9
SA	extant	Artiodactyla	Tayassuidae	Catagonus	wagneri	4.55	35566.4
SA	extant	Artiodactyla	Tayassuidae	Pecari	tajacu	4.33	21266.7
SA	extinct	Artiodactyla	Tayassuidae	Platygonus	spp.	4.7	50000
SA	extant	Artiodactyla	Tayassuidae	Tayassu	pecari	4.51	32233.7
SA	extant	Carnivora	Canidae	Atelocynus	microtis	3.89	7750
SA	extinct	Carnivora	Canidae	Canis	dirus	4.7	50000
SA	extinct	Carnivora	Canidae	Canis	nehringi	4.48	30000
SA	extant	Carnivora	Canidae	Cerdocyon	thous	3.72	5240
SA	extant	Carnivora	Canidae	Chrysocyon	brachyurus	4.37	23249.8
SA	extinct	Carnivora	Canidae	Dusicyon	avus	4.11	13000
SA	extinct	Carnivora	Canidae	Protocyon	orcesi	4.4	25000
SA	extinct	Carnivora	Canidae	Protocyon	troglodytes	4.2	16000
SA	extant	Carnivora	Canidae	Pseudalopex	culpaeus	3.99	9832.4
SA	extant	Carnivora	Canidae	Pseudalopex	griseus	3.92	8280
SA	extant	Carnivora	Canidae	Pseudalopex	gymnocercus	3.67	4690
SA	extant	Carnivora	Canidae	Pseudalopex	sechurae	3.6	4000
SA	extant	Carnivora	Canidae	Pseudalopex	vetulus	3.73	5350
SA	extinct	Carnivora	Canidae	Pseudalopex	peruanus	3.81	6430
SA	extant	Carnivora	Canidae	Speothos	venaticus	3.78	6000
SA	extinct	Carnivora	Canidae	Speothos	pacivorus	3.95	9000
SA	extinct	Carnivora	Canidae	Theriodictis	platensis	4.43	27000
SA	extinct	Carnivora	Canidae	Theriodictis	tarijensis	4.43	27000
SA	extant	Carnivora	Canidae	Urocyon	cinereoargenteus	3.58	3833.7
SA	extant	Carnivora	Felidae	Herpailurus	yaguarondi	3.83	6749.9
SA	extant	Carnivora	Felidae	Leopardus	pardalis	4.08	11900.1
SA	extant	Carnivora	Felidae	Leopardus	wiedii	3.51	3250
SA	extant	Carnivora	Felidae	Leopardus	tigrinus	3.35	2250
SA	extant	Carnivora	Felidae	Oncifelis	geoffroyi	3.56	3590
SA	extant	Carnivora	Felidae	Oncifelis	guigna	3.35	2230
SA	extant	Carnivora	Felidae	Oncifelis	colocolo	3.59	3935
SA	extant	Carnivora	Felidae	Oreailurus	jacobita	3.96	9170
SA	extant	Carnivora	Felidae	Panthera	onca	5	100000
SA	extinct	Carnivora	Felidae	Panthera	leo atrox	5.64	433200
SA	extant	Carnivora	Felidae	Puma	concolor	4.71	51600
SA	extinct	Carnivora	Felidae	Smilodon	fatalis	5.64	433200
SA	extinct	Carnivora	Feliidae	Smilodon	populator	5.65	442000
SA	extant	Carnivora	Mustelidae	Conepatus	chinga	3.28	1917.5
SA	extant	Carnivora	Mustelidae	Conepatus	semistriatus	3.08	1200
SA	extant	Carnivora	Mustelidae	Conepatus	humboldtii	2.52	328
SA	extant	Carnivora	Mustelidae	Eira	barbara	3.59	3910
SA	extant	Carnivora	Mustelidae	Galictis	cuja	3	1000
SA	extant	Carnivora	Mustelidae	Galictis	vittata	3.51	3200
SA	extant	Carnivora	Mustelidae	Lontra	longicaudis	3.82	6555
SA	extant	Carnivora	Mustelidae	Lontra	provocax	3.88	7500
SA	extant	Carnivora	Mustelidae	Lontra	felina	4.49	30600
SA	extant	Carnivora	Mustelidae	Lyncodon	patagonicus	2.35	225
SA	extant	Carnivora	Mustelidae	Mustela	frenata	2.17	147
SA	extant	Carnivora	Mustelidae	Mustela	africana	2.73	537
SA	extant	Carnivora	Mustelidae	Mustela	felipei	2.32	211.3
SA	extant	Carnivora	Mustelidae	Pteronura	brasiliensis	4.38	23999.9
SA	extant	Carnivora	Otariidae	Arctocephalus	australis	4.65	45000
SA	extant	Carnivora	Otariidae	Arctocephalus	galapagoensis	4.43	27000
SA	extant	Carnivora	Otariidae	Arctocephalus	philippii	4.98	95000
SA	extant	Carnivora	Otariidae	Otaria	byronia	5.15	140000
SA	extant	Carnivora	Otariidae	Zalophus	californianus	4.9	80000
SA	extant	Carnivora	Procyonidae	Bassaricyon	alleni	3.09	1235
SA	extant	Carnivora	Procyonidae	Bassaricyon	beddardi	3.09	1235
SA	extant	Carnivora	Procyonidae	Bassaricyon	gabbii	3.1	1250
SA	extant	Carnivora	Procyonidae	Nasua	narica	3.61	4030
SA	extant	Carnivora	Procyonidae	Nasua	nasua	3.58	3793.8
SA	extant	Carnivora	Procyonidae	Nasuella	olivacea	3.13	1340
SA	extant	Carnivora	Procyonidae	Potos	flavus	3.48	3000
SA	extant	Carnivora	Procyonidae	Procyon	cancrivorus	3.84	6949.9
SA	extinct	Carnivora	Ursidae	Arctodus	bonariensis	5.78	600000
SA	extant	Carnivora	Ursidae	Tremarctos	ornatus	5.15	140000.6
SA	extant	Chiroptera	Emballonuridae	Balantiopteryx	infusca		
SA	extant	Chiroptera	Emballonuridae	Balantiopteryx	plicata	0.81	6.4
SA	extant	Chiroptera	Emballonuridae	Centronycteris	maximiliani		
SA	extant	Chiroptera	Emballonuridae	Cormura	brevirostris	0.96	9.2
SA	extant	Chiroptera	Emballonuridae	Cyttarops	alecto	0.72	5.3
SA	extant	Chiroptera	Emballonuridae	Diclidurus	ingens		
SA	extant	Chiroptera	Emballonuridae	Diclidurus	albus	1.19	15.6
SA	extant	Chiroptera	Emballonuridae	Diclidurus	isabellus	1.15	14
SA	extant	Chiroptera	Emballonuridae	Diclidurus	scutatus	1.12	13.3
SA	extant	Chiroptera	Emballonuridae	Peropteryx	leucoptera		
SA	extant	Chiroptera	Emballonuridae	Peropteryx	kappleri	0.97	9.4
SA	extant	Chiroptera	Emballonuridae	Peropteryx	macrotis	0.73	5.4
SA	extant	Chiroptera	Emballonuridae	Rhynchonycteris	naso	0.62	4.2
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	gymnura		
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	bilineata	0.91	8.1
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	canescens	0.53	3.4
SA	extant	Chiroptera	Emballonuridae	Saccopteryx	leptura	0.69	4.9
SA	extant	Chiroptera	Furipteridae	Amorphochilus	schnablii		
SA	extant	Chiroptera	Furipteridae	Furipterus	horrens	0.5	3.2
SA	extant	Chiroptera	Molossidae	Eumops	maurus		
SA	extant	Chiroptera	Molossidae	Eumops	auripendulus	1.45	28.5
SA	extant	Chiroptera	Molossidae	Eumops	bonariensis	1.08	11.9
SA	extant	Chiroptera	Molossidae	Eumops	dabbenei	2.02	104.4
SA	extant	Chiroptera	Molossidae	Eumops	glaucinus	1.55	35.4
SA	extant	Chiroptera	Molossidae	Eumops	hansae	1.18	15.1
SA	extant	Chiroptera	Molossidae	Eumops	perotis	1.71	51.1
SA	extant	Chiroptera	Molossidae	Molossops	aequatorianus		
SA	extant	Chiroptera	Molossidae	Molossops	neglectus		
SA	extant	Chiroptera	Molossidae	Molossops	abrasus	1.61	41
SA	extant	Chiroptera	Molossidae	Molossops	greenhalli	1.18	15
SA	extant	Chiroptera	Molossidae	Molossops	mattogrossensis	0.83	6.8
SA	extant	Chiroptera	Molossidae	Molossops	planirostris	1.09	12.4
SA	extant	Chiroptera	Molossidae	Molossops	temminckii	0.77	5.9
SA	extant	Chiroptera	Molossidae	Molossus	pretiosus		
SA	extant	Chiroptera	Molossidae	Molossus	ater	1.5	31.7
SA	extant	Chiroptera	Molossidae	Molossus	bondae	1.25	17.8
SA	extant	Chiroptera	Molossidae	Molossus	molossus	1.13	13.6
SA	extant	Chiroptera	Molossidae	Molossus	sinaloae	1.35	22.6
SA	extant	Chiroptera	Molossidae	Mormopterus	kalinowskii		
SA	extant	Chiroptera	Molossidae	Mormopterus	phrudus		
SA	extant	Chiroptera	Molossidae	Nyctinomops	aurispinosus	1.25	18
SA	extant	Chiroptera	Molossidae	Nyctinomops	laticaudatus	1.09	12.2
SA	extant	Chiroptera	Molossidae	Nyctinomops	macrotis	1.26	18.4
SA	extant	Chiroptera	Molossidae	Promops	centralis	1.42	26.4
SA	extant	Chiroptera	Molossidae	Tadarida	espiritosantensis		
SA	extant	Chiroptera	Molossidae	Tadarida	brasiliensis	1.1	12.5
SA	extant	Chiroptera	Mormoopidae	Mormoops	megalophylla	1.2	16
SA	extant	Chiroptera	Mormoopidae	Pteronotus	davyi	0.96	9.2
SA	extant	Chiroptera	Mormoopidae	Pteronotus	gymnonotus	1.16	14.4
SA	extant	Chiroptera	Mormoopidae	Pteronotus	parnellii	1.29	19.7
SA	extant	Chiroptera	Mormoopidae	Pteronotus	personatus	0.94	8.7
SA	extant	Chiroptera	Natalidae	Natalus	tumidirostris	0.76	5.7
SA	extant	Chiroptera	Noctilionidae	Noctilio	albiventris	1.49	30.8
SA	extant	Chiroptera	Noctilionidae	Noctilio	leporinus	1.78	60.3
SA	extant	Chiroptera	Phyllostomidae	Ametrida	centurio	1.01	10.3
SA	extant	Chiroptera	Phyllostomidae	Anoura	caudifer	1.03	10.7
SA	extant	Chiroptera	Phyllostomidae	Anoura	cultrata	1.23	16.9
SA	extant	Chiroptera	Phyllostomidae	Anoura	geoffroyi	1.17	14.7
SA	extant	Chiroptera	Phyllostomidae	Artibeus	fraterculus		
SA	extant	Chiroptera	Phyllostomidae	Artibeus	amplus	1.78	60
SA	extant	Chiroptera	Phyllostomidae	Artibeus	anderseni	2.14	138
SA	extant	Chiroptera	Phyllostomidae	Artibeus	cinereus	1.1	12.6
SA	extant	Chiroptera	Phyllostomidae	Artibeus	concolor	1.29	19.4
SA	extant	Chiroptera	Phyllostomidae	Artibeus	fimbriatus	1.81	63.9
SA	extant	Chiroptera	Phyllostomidae	Artibeus	glaucus	1.04	11.1
SA	extant	Chiroptera	Phyllostomidae	Artibeus	hartii	1.2	16
SA	extant	Chiroptera	Phyllostomidae	Artibeus	jamaicensis	1.63	42.2
SA	extant	Chiroptera	Phyllostomidae	Artibeus	lituratus	1.78	60.3
SA	extant	Chiroptera	Phyllostomidae	Artibeus	obscurus	1.55	35.2
SA	extant	Chiroptera	Phyllostomidae	Artibeus	phaeotis	1.06	11.6
SA	extant	Chiroptera	Phyllostomidae	Artibeus	planirostris	1.67	47
SA	extant	Chiroptera	Phyllostomidae	Carollia	brevicauda	1.16	14.4
SA	extant	Chiroptera	Phyllostomidae	Carollia	castanea	1.12	13.3
SA	extant	Chiroptera	Phyllostomidae	Carollia	perspicillata	1.28	18.9
SA	extant	Chiroptera	Phyllostomidae	Carollia	subrufa	1.19	15.6
SA	extant	Chiroptera	Phyllostomidae	Centurio	senex	1.33	21.3
SA	extant	Chiroptera	Phyllostomidae	Chiroderma	doriae	1.3	19.9
SA	extant	Chiroptera	Phyllostomidae	Chiroderma	salvini	1.41	25.5
SA	extant	Chiroptera	Phyllostomidae	Chiroderma	trinitatum	1.14	13.7
SA	extant	Chiroptera	Phyllostomidae	Chiroderma	villosum	1.36	23.1
SA	extant	Chiroptera	Phyllostomidae	Choeroniscus	godmani	0.9	7.9
SA	extant	Chiroptera	Phyllostomidae	Choeroniscus	intermedius	0.77	5.8
SA	extant	Chiroptera	Phyllostomidae	Chrotopterus	auritus	1.89	77.9
SA	extant	Chiroptera	Phyllostomidae	Desmodus	rotundus	1.52	33.2
SA	extant	Chiroptera	Phyllostomidae	Diaemus	youngi	1.56	36.1
SA	extant	Chiroptera	Phyllostomidae	Diphylla	ecaudata	1.47	29.3
SA	extant	Chiroptera	Phyllostomidae	Ectophylla	alba	0.76	5.8
SA	extant	Chiroptera	Phyllostomidae	Glossophaga	commissarisi	0.95	8.9
SA	extant	Chiroptera	Phyllostomidae	Glossophaga	longirostris	1.09	12.4
SA	extant	Chiroptera	Phyllostomidae	Glossophaga	soricina	1	10
SA	extant	Chiroptera	Phyllostomidae	Leptonycteris	curasoae	1.37	23.4
SA	extant	Chiroptera	Phyllostomidae	Lichonycteris	obscura	0.75	5.6
SA	extant	Chiroptera	Phyllostomidae	Lionycteris	spurrelli	0.92	8.4
SA	extant	Chiroptera	Phyllostomidae	Lonchophylla	bokermanni		
SA	extant	Chiroptera	Phyllostomidae	Lonchophylla	dekeyseri		
SA	extant	Chiroptera	Phyllostomidae	Lonchophylla	handleyi		
SA	extant	Chiroptera	Phyllostomidae	Lonchophylla	hesperia		
SA	extant	Chiroptera	Phyllostomidae	Lonchophylla	mordax	1.03	10.7
SA	extant	Chiroptera	Phyllostomidae	Lonchophylla	robusta	1.11	13
SA	extant	Chiroptera	Phyllostomidae	Lonchophylla	thomasi	0.84	6.9
SA	extant	Chiroptera	Phyllostomidae	Lonchorhina	fernandezi		
SA	extant	Chiroptera	Phyllostomidae	Lonchorhina	aurita	1.2	15.7
SA	extant	Chiroptera	Phyllostomidae	Lonchorhina	marinkellei	1.23	17
